protocol,fold,model,rmse,mae,r2
CV,0,PLS,1.2266378354340288,0.961825645596853,0.5685088102473251
CV,0,PINN,1.8451248252987633,1.5017801230294363,0.023683285877140192
CV,1,PLS,1.4430032469823997,1.14375804077993,0.309575474765897
CV,1,PINN,1.5617165027268902,1.1847444588797433,0.19130270139054417
CV,2,PLS,1.5198892502630945,1.1662801216548473,0.20955309570855973
CV,2,PINN,1.6213988848326604,1.2526792716979982,0.10044327190171931
