model,y_bin,rmse,mae,n
PINN,12-14,1.1234290098565236,0.9596328760782878,150
PINN,<12,1.5729264968359808,1.2368076055477826,234
PINN,>14,3.373955935454173,3.2425091266632085,36
PLS,12-14,1.1090751824338538,0.8475392357510878,150
PLS,<12,1.415051424377506,1.1074573887728631,234
PLS,>14,2.327009986561137,2.1460239027694796,36
