protocol,held_out,model,rmse,mae,r2
LOBO_IMPROVED,kiwi-1.csv,PLS,3.9962513480266324,3.235401153942911,-4.070753414197311
LOBO_IMPROVED,kiwi-1.csv,SVR,1.5708695367915686,1.223153913031523,0.2164853241281407
LOBO_IMPROVED,kiwi-1.csv,STACKED,2.958576747799549,2.3741111401394877,-1.779281775116603
LOBO_IMPROVED,kiwi-2.csv,PLS,3.0207077992251983,2.3869413895273657,-1.897239075557187
LOBO_IMPROVED,kiwi-2.csv,SVR,1.5445942667658088,1.2272443397590835,0.242477150542301
LOBO_IMPROVED,kiwi-2.csv,STACKED,2.3182222290972287,1.8340795272147619,-0.7063850283022335
LOBO_IMPROVED,kiwi-3.csv,PLS,1.623326664200571,1.3260456711924005,0.16328270735339678
LOBO_IMPROVED,kiwi-3.csv,SVR,1.6084193310263515,1.2688710379392407,0.17857963024152168
LOBO_IMPROVED,kiwi-3.csv,STACKED,1.476757078367446,1.2020196267623169,0.30755541630012495
